frame,class,confidence,x1,y1,x2,y2,width_px,height_px,area_px2
822,UAV,0.1637,573.0,238.2,601.0,265.8,28.0,27.5,770.0
823,UAV,0.4045,326.2,324.2,378.8,361.2,52.5,37.0,1942.5
823,UAV,0.3355,395.1,292.9,436.9,328.1,41.8,35.2,1471.7
823,UAV,0.1705,573.0,238.2,601.0,265.8,28.0,27.5,770.0
824,UAV,0.4036,326.2,324.2,378.8,361.2,52.5,37.0,1942.5
824,UAV,0.3251,395.1,292.9,436.9,328.1,41.8,35.2,1471.7
824,UAV,0.1669,573.0,238.2,601.0,265.8,28.0,27.5,770.0
825,UAV,0.3895,326.1,324.2,378.9,361.2,52.8,37.0,1951.8
825,UAV,0.3268,395.1,292.9,436.9,328.1,41.8,35.2,1471.7
825,UAV,0.1818,573.0,238.2,601.0,265.8,28.0,27.5,770.0
826,UAV,0.4292,326.2,324.2,378.8,361.2,52.5,37.0,1942.5
826,UAV,0.3576,395.1,292.9,436.9,328.1,41.8,35.2,1471.7
826,UAV,0.1974,573.0,238.2,601.0,265.8,28.0,27.5,770.0
827,UAV,0.4206,326.1,324.2,378.9,361.2,52.8,37.0,1951.8
827,UAV,0.3831,395.1,292.9,436.9,328.1,41.8,35.2,1471.7
827,UAV,0.1931,573.2,238.2,600.8,265.8,27.5,27.5,756.2
828,UAV,0.3840,326.5,324.4,380.0,360.6,53.5,36.2,1939.4
828,UAV,0.2056,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
829,UAV,0.3090,326.5,324.5,380.0,361.0,53.5,36.5,1952.8
829,UAV,0.1510,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
830,UAV,0.3234,326.4,324.9,379.6,361.1,53.2,36.2,1930.3
830,UAV,0.2056,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
831,UAV,0.3174,326.4,324.9,379.6,361.1,53.2,36.2,1930.3
831,UAV,0.1981,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
832,UAV,0.3024,326.8,324.9,379.8,361.1,53.0,36.2,1921.2
832,UAV,0.1848,394.1,293.2,436.9,328.2,42.8,35.0,1496.2
833,UAV,0.3217,326.8,324.8,379.8,360.8,53.0,36.0,1908.0
833,UAV,0.2140,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
834,UAV,0.3225,326.4,324.9,379.6,361.1,53.2,36.2,1930.3
834,UAV,0.2075,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
835,UAV,0.2806,326.4,324.5,379.6,361.0,53.2,36.5,1943.6
835,UAV,0.1672,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
836,UAV,0.3303,326.4,324.5,379.6,361.0,53.2,36.5,1943.6
836,UAV,0.1925,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
837,UAV,0.3739,326.2,324.5,379.8,361.0,53.5,36.5,1952.8
837,UAV,0.2043,394.1,293.0,436.9,328.5,42.8,35.5,1517.6
838,UAV,0.3868,326.2,324.5,379.8,361.0,53.5,36.5,1952.8
838,UAV,0.2043,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
839,UAV,0.3942,326.2,324.5,379.8,361.0,53.5,36.5,1952.8
839,UAV,0.2075,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
840,UAV,0.3648,325.9,324.1,380.1,360.9,54.2,36.8,1993.7
840,UAV,0.2337,395.6,292.8,437.4,328.2,41.8,35.5,1482.1
841,UAV,0.4092,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
841,UAV,0.2516,395.6,292.9,437.4,328.1,41.8,35.2,1471.7
842,UAV,0.3785,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
842,UAV,0.2372,395.6,292.9,437.4,328.1,41.8,35.2,1471.7
843,UAV,0.3748,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
843,UAV,0.2429,395.6,292.9,437.4,328.1,41.8,35.2,1471.7
844,UAV,0.3460,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
844,UAV,0.2114,395.6,292.9,437.4,328.1,41.8,35.2,1471.7
845,UAV,0.3603,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
845,UAV,0.2309,395.6,293.0,437.4,328.0,41.8,35.0,1461.2
846,UAV,0.3803,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
846,UAV,0.2524,395.6,293.0,437.4,328.0,41.8,35.0,1461.2
847,UAV,0.3540,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
847,UAV,0.2429,395.6,293.0,437.4,328.0,41.8,35.0,1461.2
848,UAV,0.3831,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
848,UAV,0.2713,395.6,293.0,437.4,328.0,41.8,35.0,1461.2
849,UAV,0.3821,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
849,UAV,0.2621,395.6,293.0,437.4,328.0,41.8,35.0,1461.2
850,UAV,0.3757,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
850,UAV,0.2636,395.6,293.0,437.4,328.0,41.8,35.0,1461.2
851,UAV,0.3720,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
851,UAV,0.2659,395.6,293.0,437.4,328.0,41.8,35.0,1461.2
852,UAV,0.4330,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
852,UAV,0.2037,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
853,UAV,0.4581,325.0,324.6,380.0,361.4,55.0,36.8,2021.2
853,UAV,0.1987,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
854,UAV,0.4359,325.0,324.6,380.0,361.4,55.0,36.8,2021.2
854,UAV,0.1974,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
855,UAV,0.4092,325.0,324.6,380.0,361.4,55.0,36.8,2021.2
855,UAV,0.1956,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
856,UAV,0.4225,325.2,324.6,379.8,361.4,54.5,36.8,2002.9
856,UAV,0.2006,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
857,UAV,0.4102,325.0,324.6,380.0,361.4,55.0,36.8,2021.2
857,UAV,0.1895,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
858,UAV,0.4092,325.0,324.6,380.0,361.4,55.0,36.8,2021.2
858,UAV,0.2006,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
859,UAV,0.4465,325.0,324.6,380.0,361.4,55.0,36.8,2021.2
859,UAV,0.2108,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
860,UAV,0.4475,325.1,324.6,379.9,361.4,54.8,36.8,2012.1
860,UAV,0.2088,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
861,UAV,0.4465,325.1,324.6,379.9,361.4,54.8,36.8,2012.1
861,UAV,0.2050,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
862,UAV,0.4436,325.0,324.6,380.0,361.4,55.0,36.8,2021.2
862,UAV,0.1895,394.9,293.1,437.1,328.9,42.2,35.8,1510.4
863,UAV,0.3657,325.0,324.6,380.0,361.4,55.0,36.8,2021.2
863,UAV,0.1711,394.8,293.1,436.8,328.9,42.0,35.8,1501.5
864,UAV,0.3531,327.0,324.4,380.5,360.6,53.5,36.2,1939.4
864,UAV,0.1705,396.1,292.9,436.9,328.1,40.8,35.2,1436.4
865,UAV,0.3794,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
865,UAV,0.1694,396.2,292.9,437.2,328.1,41.0,35.2,1445.2
866,UAV,0.3748,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
866,UAV,0.1694,396.1,292.9,436.9,328.1,40.8,35.2,1436.4
867,UAV,0.3840,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
867,UAV,0.1778,396.1,292.9,436.9,328.1,40.8,35.2,1436.4
868,UAV,0.3648,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
868,UAV,0.2088,396.2,292.9,437.2,328.1,41.0,35.2,1445.2
869,UAV,0.3849,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
869,UAV,0.1755,395.5,292.8,437.0,328.2,41.5,35.5,1473.2
870,UAV,0.3648,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
870,UAV,0.1616,395.1,292.8,436.9,328.2,41.8,35.5,1482.1
871,UAV,0.3757,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
871,UAV,0.1548,395.1,292.8,436.9,328.2,41.8,35.5,1482.1
872,UAV,0.3923,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
872,UAV,0.1618,395.1,292.8,436.9,328.2,41.8,35.5,1482.1
873,UAV,0.3989,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
873,UAV,0.1634,395.1,292.8,436.9,328.2,41.8,35.5,1482.1
874,UAV,0.4158,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
874,UAV,0.1772,395.1,292.8,436.9,328.2,41.8,35.5,1482.1
875,UAV,0.4036,327.0,324.2,380.5,360.8,53.5,36.5,1952.8
875,UAV,0.1689,395.1,292.8,436.9,328.2,41.8,35.5,1482.1
876,UAV,0.4610,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
876,UAV,0.2830,393.2,293.1,436.8,328.9,43.5,35.8,1555.1
877,UAV,0.4639,325.4,324.5,379.6,361.0,54.2,36.5,1980.1
877,UAV,0.2902,393.2,293.0,436.8,328.5,43.5,35.5,1544.2
878,UAV,0.4235,325.8,324.9,379.8,361.1,54.0,36.2,1957.5
878,UAV,0.2783,393.2,293.0,436.8,328.5,43.5,35.5,1544.2
879,UAV,0.4292,325.8,324.9,379.8,361.1,54.0,36.2,1957.5
879,UAV,0.2878,393.2,293.0,436.8,328.5,43.5,35.5,1544.2
880,UAV,0.4922,325.8,324.9,380.2,361.1,54.5,36.2,1975.6
880,UAV,0.2950,393.2,293.0,436.8,328.5,43.5,35.5,1544.2
881,UAV,0.4668,325.8,324.9,380.2,361.1,54.5,36.2,1975.6
881,UAV,0.2613,393.2,293.0,436.8,328.5,43.5,35.5,1544.2
882,UAV,0.4795,325.8,324.9,380.2,361.1,54.5,36.2,1975.6
882,UAV,0.2846,393.2,293.0,436.8,328.5,43.5,35.5,1544.2
883,UAV,0.4863,325.8,324.9,380.2,361.1,54.5,36.2,1975.6
883,UAV,0.2854,393.2,293.0,436.8,328.5,43.5,35.5,1544.2
884,UAV,0.5029,325.6,324.5,380.4,361.0,54.8,36.5,1998.4
884,UAV,0.2975,393.2,293.0,436.8,328.5,43.5,35.5,1544.2
885,UAV,0.4912,325.6,324.5,380.4,361.0,54.8,36.5,1998.4
885,UAV,0.2736,393.2,293.1,436.8,328.9,43.5,35.8,1555.1
886,UAV,0.4912,325.6,324.5,380.4,361.0,54.8,36.5,1998.4
886,UAV,0.2798,393.2,293.1,436.8,328.9,43.5,35.8,1555.1
887,UAV,0.4932,325.6,324.5,380.4,361.0,54.8,36.5,1998.4
887,UAV,0.2613,393.2,293.1,436.8,328.9,43.5,35.8,1555.1
888,UAV,0.3567,326.0,324.9,380.0,361.1,54.0,36.2,1957.5
888,UAV,0.2037,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
889,UAV,0.4196,326.1,324.8,379.9,360.8,53.8,36.0,1935.0
889,UAV,0.1889,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
890,UAV,0.4017,326.1,324.8,379.9,360.8,53.8,36.0,1935.0
890,UAV,0.2050,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
891,UAV,0.4026,326.1,324.8,379.9,360.8,53.8,36.0,1935.0
891,UAV,0.2012,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
892,UAV,0.3877,326.1,324.8,379.9,360.8,53.8,36.0,1935.0
892,UAV,0.2069,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
893,UAV,0.4102,326.1,324.8,379.9,360.8,53.8,36.0,1935.0
893,UAV,0.2063,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
894,UAV,0.3989,326.1,324.9,379.9,361.1,53.8,36.2,1948.4
894,UAV,0.1956,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
895,UAV,0.4140,326.1,324.9,379.9,361.1,53.8,36.2,1948.4
895,UAV,0.1974,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
896,UAV,0.4244,326.1,324.8,379.9,360.8,53.8,36.0,1935.0
896,UAV,0.2180,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
897,UAV,0.4149,326.1,324.8,379.9,360.8,53.8,36.0,1935.0
897,UAV,0.2088,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
898,UAV,0.4073,326.1,324.9,379.9,361.1,53.8,36.2,1948.4
898,UAV,0.2056,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
899,UAV,0.4168,326.1,324.9,379.9,361.1,53.8,36.2,1948.4
899,UAV,0.2127,396.0,293.0,437.0,328.0,41.0,35.0,1435.0
900,UAV,0.2659,325.1,324.5,379.9,361.0,54.8,36.5,1998.4
901,UAV,0.2606,324.8,324.5,379.8,361.0,55.0,36.5,2007.5
902,UAV,0.2568,324.8,324.6,379.8,361.4,55.0,36.8,2021.2
903,UAV,0.2958,325.0,324.5,380.0,361.0,55.0,36.5,2007.5
904,UAV,0.3090,325.0,324.5,380.0,361.0,55.0,36.5,2007.5
905,UAV,0.3251,325.0,324.5,380.0,361.0,55.0,36.5,2007.5
906,UAV,0.2886,325.0,324.5,380.0,361.0,55.0,36.5,2007.5
907,UAV,0.2697,325.0,324.1,380.0,360.9,55.0,36.8,2021.2
908,UAV,0.3234,325.0,324.2,380.0,361.2,55.0,37.0,2035.0
909,UAV,0.3346,325.0,324.5,380.0,361.0,55.0,36.5,2007.5
910,UAV,0.3166,325.0,324.5,380.0,361.0,55.0,36.5,2007.5
911,UAV,0.3057,325.0,324.5,380.0,361.0,55.0,36.5,2007.5
912,UAV,0.3090,326.2,324.2,380.2,360.8,54.0,36.5,1971.0
912,UAV,0.2330,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
913,UAV,0.3840,326.6,324.2,380.4,360.8,53.8,36.5,1961.9
913,UAV,0.2241,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
914,UAV,0.4073,326.6,324.2,380.4,360.8,53.8,36.5,1961.9
914,UAV,0.2295,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
915,UAV,0.3961,326.6,324.2,380.4,360.8,53.8,36.5,1961.9
915,UAV,0.2494,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
916,UAV,0.3840,326.6,324.1,380.4,360.9,53.8,36.8,1975.3
916,UAV,0.2458,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
917,UAV,0.3495,326.6,324.2,380.4,360.8,53.8,36.5,1961.9
917,UAV,0.2365,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
918,UAV,0.3407,326.6,324.2,380.4,360.8,53.8,36.5,1961.9
918,UAV,0.2358,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
919,UAV,0.3585,326.6,324.2,380.4,360.8,53.8,36.5,1961.9
919,UAV,0.2465,395.0,292.9,437.0,328.1,42.0,35.2,1480.5
920,UAV,0.3576,326.6,324.1,380.4,360.9,53.8,36.8,1975.3
920,UAV,0.2095,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
921,UAV,0.3416,326.6,324.1,380.4,360.9,53.8,36.8,1975.3
921,UAV,0.2069,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
922,UAV,0.3346,326.6,324.2,380.4,360.8,53.8,36.5,1961.9
922,UAV,0.2031,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
923,UAV,0.3567,326.6,324.2,380.4,360.8,53.8,36.5,1961.9
923,UAV,0.2394,395.0,293.0,437.0,328.5,42.0,35.5,1491.0
924,UAV,0.3016,325.5,324.5,380.0,361.0,54.5,36.5,1989.2
924,UAV,0.2247,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
925,UAV,0.3612,326.0,324.4,380.0,360.6,54.0,36.2,1957.5
925,UAV,0.2531,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
926,UAV,0.3757,326.0,324.5,380.0,361.0,54.0,36.5,1971.0
926,UAV,0.2494,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
927,UAV,0.3666,326.0,324.5,380.0,361.0,54.0,36.5,1971.0
927,UAV,0.2451,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
928,UAV,0.3693,326.0,324.5,380.0,361.0,54.0,36.5,1971.0
928,UAV,0.2465,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
929,UAV,0.3711,325.9,324.5,380.1,361.0,54.2,36.5,1980.1
929,UAV,0.2415,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
930,UAV,0.3711,325.9,324.5,380.1,361.0,54.2,36.5,1980.1
930,UAV,0.2394,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
931,UAV,0.3702,325.9,324.5,380.1,361.0,54.2,36.5,1980.1
931,UAV,0.2330,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
932,UAV,0.3469,326.0,324.5,380.0,361.0,54.0,36.5,1971.0
932,UAV,0.2275,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
933,UAV,0.3513,325.9,324.5,380.1,361.0,54.2,36.5,1980.1
933,UAV,0.2187,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
934,UAV,0.3320,325.9,324.1,380.1,360.9,54.2,36.8,1993.7
934,UAV,0.2037,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
935,UAV,0.3337,325.9,324.1,380.1,360.9,54.2,36.8,1993.7
935,UAV,0.2031,394.0,293.0,437.0,328.5,43.0,35.5,1526.5
936,UAV,0.3065,326.5,324.1,380.5,360.9,54.0,36.8,1984.5
936,UAV,0.2095,395.4,292.9,436.6,328.1,41.2,35.2,1454.1
937,UAV,0.3886,326.6,324.1,380.4,360.9,53.8,36.8,1975.3
937,UAV,0.2451,395.4,292.9,436.6,328.1,41.2,35.2,1454.1
938,UAV,0.4007,326.6,324.0,380.4,360.5,53.8,36.5,1961.9
938,UAV,0.2606,395.4,292.9,436.6,328.1,41.2,35.2,1454.1
939,UAV,0.4054,326.6,324.0,380.4,360.5,53.8,36.5,1961.9
939,UAV,0.2674,395.4,292.9,436.6,328.1,41.2,35.2,1454.1
940,UAV,0.3933,326.6,324.4,380.4,360.6,53.8,36.2,1948.4
940,UAV,0.2539,395.4,292.9,436.6,328.1,41.2,35.2,1454.1
941,UAV,0.3914,326.6,324.4,380.4,360.6,53.8,36.2,1948.4
941,UAV,0.2524,395.4,292.9,436.6,328.1,41.2,35.2,1454.1
942,UAV,0.3961,326.6,324.4,380.4,360.6,53.8,36.2,1948.4
942,UAV,0.2689,395.4,293.0,436.6,328.0,41.2,35.0,1443.8
943,UAV,0.3840,326.6,324.4,380.4,360.6,53.8,36.2,1948.4
943,UAV,0.3558,395.4,293.0,436.6,328.0,41.2,35.0,1443.8
944,UAV,0.3961,326.6,324.0,380.4,360.5,53.8,36.5,1961.9
944,UAV,0.3549,395.4,293.0,436.6,328.0,41.2,35.0,1443.8
945,UAV,0.4036,326.6,324.4,380.4,360.6,53.8,36.2,1948.4
945,UAV,0.3785,395.4,293.0,436.6,328.0,41.2,35.0,1443.8
946,UAV,0.4111,326.6,324.1,380.4,360.9,53.8,36.8,1975.3
946,UAV,0.3748,395.4,293.0,436.6,328.0,41.2,35.0,1443.8
947,UAV,0.4158,326.6,324.0,380.4,360.5,53.8,36.5,1961.9
947,UAV,0.3821,395.4,293.0,436.6,328.0,41.2,35.0,1443.8
948,UAV,0.4102,396.5,293.0,437.0,328.0,40.5,35.0,1417.5
948,UAV,0.3657,325.9,324.0,380.1,361.0,54.2,37.0,2007.2
949,UAV,0.4111,396.5,293.1,437.0,327.9,40.5,34.8,1407.4
949,UAV,0.3914,325.9,324.0,380.1,361.0,54.2,37.0,2007.2
950,UAV,0.3840,326.0,324.0,380.0,361.0,54.0,37.0,1998.0
950,UAV,0.3540,396.4,293.1,436.6,327.9,40.2,34.8,1398.7
951,UAV,0.4102,326.0,324.0,380.0,361.0,54.0,37.0,1998.0
951,UAV,0.3522,396.4,293.1,436.6,327.9,40.2,34.8,1398.7
952,UAV,0.4225,326.0,324.0,380.0,361.0,54.0,37.0,1998.0
952,UAV,0.3757,396.5,293.1,437.0,327.9,40.5,34.8,1407.4
953,UAV,0.4417,326.0,324.0,380.0,361.0,54.0,37.0,1998.0
953,UAV,0.3951,396.5,293.1,437.0,327.9,40.5,34.8,1407.4
954,UAV,0.4282,325.9,324.0,380.1,361.0,54.2,37.0,2007.2
954,UAV,0.4187,396.5,293.1,437.0,327.9,40.5,34.8,1407.4
955,UAV,0.4216,396.5,293.1,437.0,327.9,40.5,34.8,1407.4
955,UAV,0.4111,326.0,324.0,380.0,361.0,54.0,37.0,1998.0
956,UAV,0.4282,396.5,293.1,437.0,327.9,40.5,34.8,1407.4
956,UAV,0.4225,325.9,324.0,380.1,361.0,54.2,37.0,2007.2
957,UAV,0.4273,325.9,324.0,380.1,361.0,54.2,37.0,2007.2
957,UAV,0.4187,396.5,293.1,437.0,327.9,40.5,34.8,1407.4
958,UAV,0.4571,325.9,324.0,380.1,361.0,54.2,37.0,2007.2
958,UAV,0.3877,396.1,293.0,436.9,328.0,40.8,35.0,1426.2
959,UAV,0.4196,325.9,324.0,380.1,361.0,54.2,37.0,2007.2
959,UAV,0.3451,396.1,293.0,436.9,328.0,40.8,35.0,1426.2
960,UAV,0.3363,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
960,UAV,0.2408,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
961,UAV,0.4620,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
961,UAV,0.2854,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
962,UAV,0.4688,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
962,UAV,0.2942,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
963,UAV,0.4805,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
963,UAV,0.3234,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
964,UAV,0.4494,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
964,UAV,0.3166,394.5,293.0,437.0,328.5,42.5,35.5,1508.8
965,UAV,0.4311,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
965,UAV,0.3057,394.5,293.0,437.0,328.5,42.5,35.5,1508.8
966,UAV,0.4187,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
966,UAV,0.2934,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
967,UAV,0.4244,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
967,UAV,0.2894,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
968,UAV,0.4111,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
968,UAV,0.2846,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
969,UAV,0.4196,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
969,UAV,0.2846,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
970,UAV,0.4206,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
970,UAV,0.2902,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
971,UAV,0.4263,326.5,324.2,380.5,360.8,54.0,36.5,1971.0
971,UAV,0.2814,394.9,293.0,437.1,328.5,42.2,35.5,1499.9
972,UAV,0.3217,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
972,UAV,0.3099,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
973,UAV,0.3277,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
973,UAV,0.3107,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
973,UAV,0.1801,573.2,238.2,600.8,265.2,27.5,27.0,742.5
974,UAV,0.3320,326.6,324.9,379.4,361.1,52.8,36.2,1912.2
974,UAV,0.3166,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
974,UAV,0.2006,573.2,238.2,600.8,265.2,27.5,27.0,742.5
975,UAV,0.3442,326.6,324.9,379.4,361.1,52.8,36.2,1912.2
975,UAV,0.3234,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
975,UAV,0.2160,573.2,238.2,600.8,265.2,27.5,27.0,742.5
976,UAV,0.3513,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
976,UAV,0.3260,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
976,UAV,0.1830,573.2,238.2,600.8,265.2,27.5,27.0,742.5
977,UAV,0.3416,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
977,UAV,0.3208,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
977,UAV,0.1830,573.2,238.2,600.8,265.2,27.5,27.0,742.5
978,UAV,0.3398,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
978,UAV,0.3174,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
978,UAV,0.1813,573.2,238.2,600.8,265.2,27.5,27.0,742.5
979,UAV,0.3363,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
979,UAV,0.3183,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
979,UAV,0.1755,573.2,238.2,600.8,265.2,27.5,27.0,742.5
980,UAV,0.3576,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
980,UAV,0.3285,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
980,UAV,0.1830,573.2,238.2,600.8,265.2,27.5,27.0,742.5
981,UAV,0.3504,326.6,324.9,379.4,361.1,52.8,36.2,1912.2
981,UAV,0.3200,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
981,UAV,0.1818,573.2,238.2,600.8,265.2,27.5,27.0,742.5
982,UAV,0.3469,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
982,UAV,0.3157,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
982,UAV,0.1813,573.2,238.2,600.8,265.2,27.5,27.0,742.5
983,UAV,0.3451,326.5,324.9,379.5,361.1,53.0,36.2,1921.2
983,UAV,0.3174,395.9,293.0,437.1,328.0,41.2,35.0,1443.8
983,UAV,0.1830,573.2,238.2,600.8,265.2,27.5,27.0,742.5
984,UAV,0.3648,327.4,324.4,379.6,360.6,52.2,36.2,1894.1
984,UAV,0.2583,395.9,292.8,437.1,328.2,41.2,35.5,1464.4
985,UAV,0.3702,327.2,324.4,379.8,360.6,52.5,36.2,1903.1
985,UAV,0.2621,395.9,292.8,437.1,328.2,41.2,35.5,1464.4
986,UAV,0.3933,327.2,324.4,379.8,360.6,52.5,36.2,1903.1
986,UAV,0.2967,395.9,292.8,437.1,328.2,41.2,35.5,1464.4
987,UAV,0.4206,327.2,324.4,379.8,360.6,52.5,36.2,1903.1
987,UAV,0.3200,395.9,292.9,437.1,328.1,41.2,35.2,1454.1
988,UAV,0.4158,327.2,324.4,379.8,360.6,52.5,36.2,1903.1
988,UAV,0.3024,395.9,292.9,437.1,328.1,41.2,35.2,1454.1
989,UAV,0.4717,327.8,324.5,379.8,360.5,52.0,36.0,1872.0
989,UAV,0.3099,395.9,292.9,437.1,328.1,41.2,35.2,1454.1
990,UAV,0.4610,327.8,324.5,379.8,360.5,52.0,36.0,1872.0
990,UAV,0.3016,395.9,292.9,437.1,328.1,41.2,35.2,1454.1
991,UAV,0.4659,327.8,324.5,379.8,360.5,52.0,36.0,1872.0
991,UAV,0.3082,395.9,292.9,437.1,328.1,41.2,35.2,1454.1
992,UAV,0.4562,327.8,324.5,379.8,360.5,52.0,36.0,1872.0
992,UAV,0.3032,395.9,292.9,437.1,328.1,41.2,35.2,1454.1
993,UAV,0.4756,327.8,324.5,379.8,360.5,52.0,36.0,1872.0
993,UAV,0.2958,395.9,292.9,437.1,328.1,41.2,35.2,1454.1
994,UAV,0.4893,327.8,324.5,379.8,360.5,52.0,36.0,1872.0
994,UAV,0.3140,395.9,292.9,437.1,328.1,41.2,35.2,1454.1
